"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"UPM00033342","NEMESHAEVO, UP","2001-05-12",,,,,"48"
"UPM00033342","NEMESHAEVO, UP","2001-05-13",,,,"53",
"UPM00033342","NEMESHAEVO, UP","2001-05-14",,,"53","64","40"
"UPM00033342","NEMESHAEVO, UP","2001-05-15",,,"64","72","50"
"UPM00033342","NEMESHAEVO, UP","2001-05-16",,,"72","73","53"
"UPM00033342","NEMESHAEVO, UP","2001-05-17",,,"73","77","59"
"UPM00033342","NEMESHAEVO, UP","2001-05-18",,,"77","80","60"
"UPM00033342","NEMESHAEVO, UP","2001-05-19",,,,"67","57"
"UPM00033342","NEMESHAEVO, UP","2001-05-20",,,,"63","50"
"UPM00033342","NEMESHAEVO, UP","2001-05-21",,,"63","65","48"
"UPM00033342","NEMESHAEVO, UP","2001-05-22",,,"65","59","47"
"UPM00033342","NEMESHAEVO, UP","2001-05-23",,,"59","59","44"
"UPM00033342","NEMESHAEVO, UP","2001-05-24",,,"59","71","44"
"UPM00033342","NEMESHAEVO, UP","2001-05-25",,,,"75","54"
"UPM00033342","NEMESHAEVO, UP","2001-05-26","0.12",,,"58","51"
"UPM00033342","NEMESHAEVO, UP","2001-05-27",,,"58","65","42"
"UPM00033342","NEMESHAEVO, UP","2001-05-28",,,"65","72","54"
"UPM00033342","NEMESHAEVO, UP","2001-05-29",,,,"67","53"
"UPM00033342","NEMESHAEVO, UP","2001-05-30","0.08",,,"62","48"
"UPM00033342","NEMESHAEVO, UP","2001-05-31",,,"62","61","47"
"UPM00033342","NEMESHAEVO, UP","2001-06-01",,,"61","58","45"
"UPM00033342","NEMESHAEVO, UP","2001-06-02",,,,"66","45"
"UPM00033342","NEMESHAEVO, UP","2001-06-03",,,,"69","48"
"UPM00033342","NEMESHAEVO, UP","2001-06-04",,,,"69","54"
"UPM00033342","NEMESHAEVO, UP","2001-06-05",,,,"63","55"
"UPM00033342","NEMESHAEVO, UP","2001-06-06",,,,"60","55"
"UPM00033342","NEMESHAEVO, UP","2001-06-07","0.20",,,"66","56"
"UPM00033342","NEMESHAEVO, UP","2001-06-08",,,,"69","56"
"UPM00033342","NEMESHAEVO, UP","2001-06-09",,,"69",,"56"
"UPM00033342","NEMESHAEVO, UP","2001-06-10",,,,"67",
"UPM00033342","NEMESHAEVO, UP","2001-06-11",,,,"74","55"
"UPM00033342","NEMESHAEVO, UP","2001-06-12",,,,"64","59"
"UPM00033342","NEMESHAEVO, UP","2001-06-13",,,,"63","51"
"UPM00033342","NEMESHAEVO, UP","2001-06-14",,,,"72","50"
"UPM00033342","NEMESHAEVO, UP","2001-06-15","0.04",,,"64","58"
"UPM00033342","NEMESHAEVO, UP","2001-06-16",,,,,"59"
"UPM00033342","NEMESHAEVO, UP","2001-06-17",,,,"74",
"UPM00033342","NEMESHAEVO, UP","2001-06-18",,,"74","79","61"
"UPM00033342","NEMESHAEVO, UP","2001-06-19",,,,"81","62"
"UPM00033342","NEMESHAEVO, UP","2001-06-20",,,"81","81","62"
"UPM00033342","NEMESHAEVO, UP","2001-06-21",,,,"76","61"
"UPM00033342","NEMESHAEVO, UP","2001-06-22",,,,"75","62"
"UPM00033342","NEMESHAEVO, UP","2001-06-23",,,,"65","57"
"UPM00033342","NEMESHAEVO, UP","2001-06-24",,,,"65","50"
"UPM00033342","NEMESHAEVO, UP","2001-06-25",,,,"76","56"
"UPM00033342","NEMESHAEVO, UP","2001-06-26",,,"76","70","62"
"UPM00033342","NEMESHAEVO, UP","2001-06-27",,,,"70","58"
"UPM00033342","NEMESHAEVO, UP","2001-06-28",,,"70","68","55"
"UPM00033342","NEMESHAEVO, UP","2001-06-29",,,,"74","62"
"UPM00033342","NEMESHAEVO, UP","2001-07-11",,,,"81",
"UPM00033342","NEMESHAEVO, UP","2001-07-12",,,,"85","66"
"UPM00033342","NEMESHAEVO, UP","2001-07-13",,,"85","82","67"
"UPM00033342","NEMESHAEVO, UP","2001-07-14",,,"82","89","67"
"UPM00033342","NEMESHAEVO, UP","2001-07-15",,,"89","92","70"
"UPM00033342","NEMESHAEVO, UP","2001-07-16",,,"92",,"73"
"UPM00033342","NEMESHAEVO, UP","2001-07-17",,,,"93","72"
"UPM00033342","NEMESHAEVO, UP","2001-07-18",,,"93","92","71"
"UPM00033342","NEMESHAEVO, UP","2001-07-19",,,,"84","66"
"UPM00033342","NEMESHAEVO, UP","2001-07-20",,,"84","90","71"
"UPM00033342","NEMESHAEVO, UP","2001-07-21",,,"90","77","71"
"UPM00033342","NEMESHAEVO, UP","2001-07-22",,,,,"73"
"UPM00033342","NEMESHAEVO, UP","2001-07-23",,,,"96",
"UPM00033342","NEMESHAEVO, UP","2001-07-24",,,"96","90","73"
"UPM00033342","NEMESHAEVO, UP","2001-07-25",,,"90","90","69"
"UPM00033342","NEMESHAEVO, UP","2001-07-26",,,,"91","67"
"UPM00033342","NEMESHAEVO, UP","2001-07-27",,,"91","88","71"
"UPM00033342","NEMESHAEVO, UP","2001-07-28",,,,"87","68"
"UPM00033342","NEMESHAEVO, UP","2001-07-29",,,,"81","67"
"UPM00033342","NEMESHAEVO, UP","2001-07-30",,,"81","79","68"
"UPM00033342","NEMESHAEVO, UP","2001-07-31",,,"79","86","65"
"UPM00033342","NEMESHAEVO, UP","2001-08-01",,,"86","83","71"
"UPM00033342","NEMESHAEVO, UP","2001-08-02",,,,"74","56"
"UPM00033342","NEMESHAEVO, UP","2001-08-03",,,"74",,"58"
"UPM00033342","NEMESHAEVO, UP","2001-08-04",,,,"84",
"UPM00033342","NEMESHAEVO, UP","2001-08-05",,,"84","90","70"
"UPM00033342","NEMESHAEVO, UP","2001-08-06",,,"90","80","66"
"UPM00033342","NEMESHAEVO, UP","2001-08-07",,,"80","82","60"
"UPM00033342","NEMESHAEVO, UP","2001-08-08",,,"82","87","62"
"UPM00033342","NEMESHAEVO, UP","2001-08-09",,,"87",,"66"
"UPM00033342","NEMESHAEVO, UP","2001-08-10",,,,"90",
"UPM00033342","NEMESHAEVO, UP","2001-08-11",,,"90","83","71"
"UPM00033342","NEMESHAEVO, UP","2001-08-12",,,"83","70","64"
"UPM00033342","NEMESHAEVO, UP","2001-08-13",,,"70","72","59"
"UPM00033342","NEMESHAEVO, UP","2001-08-14",,,"72","78","56"
"UPM00033342","NEMESHAEVO, UP","2001-08-15",,,"78","78","65"
"UPM00033342","NEMESHAEVO, UP","2001-08-16",,,"78","81","65"
"UPM00033342","NEMESHAEVO, UP","2001-08-17",,,"81","84","64"
"UPM00033342","NEMESHAEVO, UP","2001-08-18",,,"84","84","62"
"UPM00033342","NEMESHAEVO, UP","2001-08-19",,,"84","85","66"
"UPM00033342","NEMESHAEVO, UP","2001-08-20",,,"85","85","66"
"UPM00033342","NEMESHAEVO, UP","2001-08-21",,,,"89","68"
"UPM00033342","NEMESHAEVO, UP","2001-08-22",,,"89","81","69"
"UPM00033342","NEMESHAEVO, UP","2001-08-23",,,,"76","66"
"UPM00033342","NEMESHAEVO, UP","2001-08-24",,,"76","77","60"
"UPM00033342","NEMESHAEVO, UP","2001-08-25",,,"77","80","60"
"UPM00033342","NEMESHAEVO, UP","2001-08-26",,,"80","74","62"
"UPM00033342","NEMESHAEVO, UP","2001-08-27",,,"74","76",
"UPM00033342","NEMESHAEVO, UP","2001-08-28",,,"76","69","61"
"UPM00033342","NEMESHAEVO, UP","2001-08-29",,,,"68","49"
"UPM00033342","NEMESHAEVO, UP","2001-08-30",,,,"61","51"
"UPM00033342","NEMESHAEVO, UP","2001-08-31",,,,"68","50"
"UPM00033342","NEMESHAEVO, UP","2001-09-01",,,"68","73","50"
"UPM00033342","NEMESHAEVO, UP","2001-09-02",,,,"74","55"
"UPM00033342","NEMESHAEVO, UP","2001-09-03",,,,"67","60"
"UPM00033342","NEMESHAEVO, UP","2001-09-04",,,,"68","58"
"UPM00033342","NEMESHAEVO, UP","2001-09-05",,,"68","72","53"
"UPM00033342","NEMESHAEVO, UP","2001-09-06",,,"72","70","55"
"UPM00033342","NEMESHAEVO, UP","2001-09-07",,,,"63","55"
"UPM00033342","NEMESHAEVO, UP","2001-09-08",,,,"64","57"
"UPM00033342","NEMESHAEVO, UP","2001-09-09",,,,,"55"
"UPM00033342","NEMESHAEVO, UP","2001-09-10",,,"71","62",
"UPM00033342","NEMESHAEVO, UP","2001-09-11",,,,"67","49"
"UPM00033342","NEMESHAEVO, UP","2001-09-12",,,,"64","56"
"UPM00033342","NEMESHAEVO, UP","2001-09-13",,,,"62","50"
"UPM00033342","NEMESHAEVO, UP","2001-09-14",,,,"68","48"
"UPM00033342","NEMESHAEVO, UP","2001-09-15",,,"68","72","51"
"UPM00033342","NEMESHAEVO, UP","2001-09-16",,,"72","72","52"
"UPM00033342","NEMESHAEVO, UP","2001-09-17",,,"72","74","56"
"UPM00033342","NEMESHAEVO, UP","2001-09-18",,,"74","77","56"
"UPM00033342","NEMESHAEVO, UP","2001-09-19",,,"77","73","57"
"UPM00033342","NEMESHAEVO, UP","2001-09-20",,,"73","68","50"
"UPM00033342","NEMESHAEVO, UP","2001-09-21",,,"68",,"52"
"UPM00033342","NEMESHAEVO, UP","2001-09-22",,,,"71",
"UPM00033342","NEMESHAEVO, UP","2001-09-23",,,"71","70","49"
"UPM00033342","NEMESHAEVO, UP","2001-09-24",,,,,"54"
"UPM00033342","NEMESHAEVO, UP","2001-09-25",,,"68","58",
"UPM00033342","NEMESHAEVO, UP","2001-09-26",,,"58","50","45"
"UPM00033342","NEMESHAEVO, UP","2001-09-27",,,"50","48","43"
"UPM00033342","NEMESHAEVO, UP","2001-09-28",,,"48","51","44"
"UPM00033342","NEMESHAEVO, UP","2001-09-29",,,"51","50","44"
"UPM00033342","NEMESHAEVO, UP","2001-09-30",,,,"52","45"
"UPM00033342","NEMESHAEVO, UP","2001-10-01",,,"52","52","38"
"UPM00033342","NEMESHAEVO, UP","2001-10-02",,,,"64","47"
"UPM00033342","NEMESHAEVO, UP","2001-10-03",,,,"78","56"
"UPM00033342","NEMESHAEVO, UP","2001-10-04",,,"78","77","58"
"UPM00033342","NEMESHAEVO, UP","2001-10-05",,,"77","60","56"
"UPM00033342","NEMESHAEVO, UP","2001-10-06",,,"60","59","45"
"UPM00033342","NEMESHAEVO, UP","2001-10-07",,,"59","60","43"
"UPM00033342","NEMESHAEVO, UP","2001-10-08",,,,"66","45"
"UPM00033342","NEMESHAEVO, UP","2001-10-09",,,"66","65","51"
"UPM00033342","NEMESHAEVO, UP","2001-10-10",,,"65","71","55"
"UPM00033342","NEMESHAEVO, UP","2001-10-11",,,"71","65","56"
"UPM00033342","NEMESHAEVO, UP","2001-10-12",,,,"55","50"
"UPM00033342","NEMESHAEVO, UP","2001-10-13",,,,"61","43"
"UPM00033342","NEMESHAEVO, UP","2001-10-14",,,,"61","55"
"UPM00033342","NEMESHAEVO, UP","2001-10-15",,,"61","57","48"
"UPM00033342","NEMESHAEVO, UP","2001-10-16",,,"57",,"44"
"UPM00033342","NEMESHAEVO, UP","2001-10-17",,,,"53",
"UPM00033342","NEMESHAEVO, UP","2001-10-18",,,"53","54","42"
"UPM00033342","NEMESHAEVO, UP","2001-10-19",,,,"52","46"
"UPM00033342","NEMESHAEVO, UP","2001-10-20",,,"52","55","49"
"UPM00033342","NEMESHAEVO, UP","2001-10-21",,,"55","47","37"
"UPM00033342","NEMESHAEVO, UP","2001-10-22",,,"47","47","29"
"UPM00033342","NEMESHAEVO, UP","2001-10-23",,,,"46","45"
"UPM00033342","NEMESHAEVO, UP","2001-10-24",,,"46","40","29"
"UPM00033342","NEMESHAEVO, UP","2001-10-25",,,"40","37","23"
"UPM00033342","NEMESHAEVO, UP","2001-10-26",,,"37","48","26"
"UPM00033342","NEMESHAEVO, UP","2001-10-27",,,"48","55","35"
"UPM00033342","NEMESHAEVO, UP","2001-10-28",,,"55","54","32"
"UPM00033342","NEMESHAEVO, UP","2001-10-29",,,,"47","41"
"UPM00033342","NEMESHAEVO, UP","2001-10-30",,,,"47","42"
"UPM00033342","NEMESHAEVO, UP","2001-10-31",,,,"60","47"
"UPM00033342","NEMESHAEVO, UP","2001-11-01",,,"60","58","52"
"UPM00033342","NEMESHAEVO, UP","2001-11-02",,,"58","47","41"
"UPM00033342","NEMESHAEVO, UP","2001-11-03",,,"47","42","31"
"UPM00033342","NEMESHAEVO, UP","2001-11-04",,,"42","48","34"
"UPM00033342","NEMESHAEVO, UP","2001-11-05",,,"48","50","43"
"UPM00033342","NEMESHAEVO, UP","2001-11-06",,,"50","46","34"
"UPM00033342","NEMESHAEVO, UP","2001-11-07",,,"46","42","34"
"UPM00033342","NEMESHAEVO, UP","2001-11-08",,,,"51","39"
"UPM00033342","NEMESHAEVO, UP","2001-11-09",,,"51","57","46"
"UPM00033342","NEMESHAEVO, UP","2001-11-10",,,,"53","40"
"UPM00033342","NEMESHAEVO, UP","2001-11-11",,,,"42","29"
"UPM00033342","NEMESHAEVO, UP","2001-11-12",,,"42","49","32"
"UPM00033342","NEMESHAEVO, UP","2001-11-13",,,"49","47","34"
"UPM00033342","NEMESHAEVO, UP","2001-11-14",,,"47","37","33"
"UPM00033342","NEMESHAEVO, UP","2001-11-15",,,"37","35","31"
"UPM00033342","NEMESHAEVO, UP","2001-11-16",,,,"40","31"
"UPM00033342","NEMESHAEVO, UP","2001-11-17",,,,"33","29"
"UPM00033342","NEMESHAEVO, UP","2001-11-18",,,,"38","30"
"UPM00033342","NEMESHAEVO, UP","2001-11-19",,,,"41","37"
"UPM00033342","NEMESHAEVO, UP","2001-11-20",,,,,"30"
"UPM00033342","NEMESHAEVO, UP","2001-11-21",,,"31","25",
"UPM00033342","NEMESHAEVO, UP","2001-11-22",,,,"39","17"
"UPM00033342","NEMESHAEVO, UP","2001-11-23",,,,"42","36"
"UPM00033342","NEMESHAEVO, UP","2001-11-24",,,,"34","32"
"UPM00033342","NEMESHAEVO, UP","2001-11-25",,,,"43","32"
"UPM00033342","NEMESHAEVO, UP","2001-11-26",,,,"37","33"
"UPM00033342","NEMESHAEVO, UP","2001-11-27",,,,"34","31"
"UPM00033342","NEMESHAEVO, UP","2001-11-28",,,,"34","32"
"UPM00033342","NEMESHAEVO, UP","2001-11-29",,,,"35","28"
"UPM00033342","NEMESHAEVO, UP","2001-11-30",,,,"30","27"
"UPM00033342","NEMESHAEVO, UP","2001-12-01",,,,"32","28"
"UPM00033342","NEMESHAEVO, UP","2001-12-02",,,,"28","31"
"UPM00033342","NEMESHAEVO, UP","2001-12-03",,,,"21","16"
"UPM00033342","NEMESHAEVO, UP","2001-12-04",,,,"23","12"
"UPM00033342","NEMESHAEVO, UP","2001-12-05",,,"23","19","12"
"UPM00033342","NEMESHAEVO, UP","2001-12-06",,,,"18","9"
"UPM00033342","NEMESHAEVO, UP","2001-12-07",,,,"15","9"
"UPM00033342","NEMESHAEVO, UP","2001-12-08",,,,"13","8"
"UPM00033342","NEMESHAEVO, UP","2001-12-09",,,,"12","5"
"UPM00033342","NEMESHAEVO, UP","2001-12-10",,,,"19","5"
"UPM00033342","NEMESHAEVO, UP","2001-12-11",,,,"26","18"
"UPM00033342","NEMESHAEVO, UP","2001-12-12",,,,"16","16"
"UPM00033342","NEMESHAEVO, UP","2001-12-13",,,,"17","11"
"UPM00033342","NEMESHAEVO, UP","2001-12-14",,,,"14","-6"
"UPM00033342","NEMESHAEVO, UP","2001-12-15",,,,"28","14"
"UPM00033342","NEMESHAEVO, UP","2001-12-16",,,,"20","12"
"UPM00033342","NEMESHAEVO, UP","2001-12-17",,,,"12","-2"
"UPM00033342","NEMESHAEVO, UP","2001-12-18",,,,"20","3"
"UPM00033342","NEMESHAEVO, UP","2001-12-19",,,,"25","19"
"UPM00033342","NEMESHAEVO, UP","2001-12-20",,,,,"25"
"UPM00033342","NEMESHAEVO, UP","2001-12-21",,,,"30",
"UPM00033342","NEMESHAEVO, UP","2001-12-22",,,,"28","17"
"UPM00033342","NEMESHAEVO, UP","2001-12-23",,,,"27","10"
"UPM00033342","NEMESHAEVO, UP","2001-12-24",,,,"23","17"
"UPM00033342","NEMESHAEVO, UP","2001-12-25",,,,"25","9"
"UPM00033342","NEMESHAEVO, UP","2001-12-26",,,,"33","21"
"UPM00033342","NEMESHAEVO, UP","2001-12-27",,,,"25","19"
"UPM00033342","NEMESHAEVO, UP","2001-12-28",,,,"26","15"
"UPM00033342","NEMESHAEVO, UP","2001-12-29",,,,"30","24"
"UPM00033342","NEMESHAEVO, UP","2001-12-30",,,,"32","28"
"UPM00033342","NEMESHAEVO, UP","2001-12-31",,,,"42","26"
"UPM00033342","NEMESHAEVO, UP","2002-01-26",,,,"36",
"UPM00033342","NEMESHAEVO, UP","2002-01-27",,,,,"35"
"UPM00033342","NEMESHAEVO, UP","2002-02-06",,,,"39",
"UPM00033342","NEMESHAEVO, UP","2002-02-07",,,,"48","36"
"UPM00033342","NEMESHAEVO, UP","2002-02-08",,,,,"40"
"UPM00033342","NEMESHAEVO, UP","2002-02-09",,,,"46",
"UPM00033342","NEMESHAEVO, UP","2002-02-10",,,,"50","39"
"UPM00033342","NEMESHAEVO, UP","2002-02-11",,,,"48","40"
"UPM00033342","NEMESHAEVO, UP","2002-02-12",,,,"50","39"
"UPM00033342","NEMESHAEVO, UP","2002-02-13",,,,,"42"
"UPM00033342","NEMESHAEVO, UP","2002-02-14",,,"49","37",
"UPM00033342","NEMESHAEVO, UP","2002-02-15",,,,"35","27"
"UPM00033342","NEMESHAEVO, UP","2002-02-16",,,"35",,"30"
"UPM00033342","NEMESHAEVO, UP","2002-02-17",,,,"50",
"UPM00033342","NEMESHAEVO, UP","2002-02-18",,,"50","53","30"
"UPM00033342","NEMESHAEVO, UP","2002-02-19",,,"53","43","38"
"UPM00033342","NEMESHAEVO, UP","2002-02-20",,,,"39","31"
"UPM00033342","NEMESHAEVO, UP","2002-02-21",,,,"46","32"
"UPM00033342","NEMESHAEVO, UP","2002-02-22",,,,"42","38"
"UPM00033342","NEMESHAEVO, UP","2002-02-23",,,,,"22"
"UPM00033342","NEMESHAEVO, UP","2002-02-24",,,,"37",
"UPM00033342","NEMESHAEVO, UP","2002-02-25",,,,"37","30"
"UPM00033342","NEMESHAEVO, UP","2002-02-26",,,"37","43","26"
"UPM00033342","NEMESHAEVO, UP","2002-02-27",,,,"53","33"
"UPM00033342","NEMESHAEVO, UP","2002-02-28",,,,"50","41"
"UPM00033342","NEMESHAEVO, UP","2002-03-01",,,,,"35"
"UPM00033342","NEMESHAEVO, UP","2002-03-03",,,,"35",
"UPM00033342","NEMESHAEVO, UP","2002-03-04",,,,"36","26"
"UPM00033342","NEMESHAEVO, UP","2002-03-05",,,,"37","34"
"UPM00033342","NEMESHAEVO, UP","2002-03-06",,,"37","59","33"
"UPM00033342","NEMESHAEVO, UP","2002-03-07",,,"59",,"50"
"UPM00033342","NEMESHAEVO, UP","2002-03-10",,,,"49",
"UPM00033342","NEMESHAEVO, UP","2002-03-11",,,"49",,"34"
"UPM00033342","NEMESHAEVO, UP","2002-03-12",,,,"58",
"UPM00033342","NEMESHAEVO, UP","2002-03-13",,,"58","62","36"
"UPM00033342","NEMESHAEVO, UP","2002-03-14",,,"62","64","37"
"UPM00033342","NEMESHAEVO, UP","2002-03-15",,,"64","52","37"
"UPM00033342","NEMESHAEVO, UP","2002-03-16",,,"52",,"27"
"UPM00033342","NEMESHAEVO, UP","2002-03-17",,,,"50",
"UPM00033342","NEMESHAEVO, UP","2002-03-18",,,"50","53","29"
"UPM00033342","NEMESHAEVO, UP","2002-03-19",,,"53","48","30"
"UPM00033342","NEMESHAEVO, UP","2002-03-20",,,"48","45","36"
"UPM00033342","NEMESHAEVO, UP","2002-03-21",,,"45",,"35"
"UPM00033342","NEMESHAEVO, UP","2002-03-22",,,,"46",
"UPM00033342","NEMESHAEVO, UP","2002-03-23",,,,"41","35"
"UPM00033342","NEMESHAEVO, UP","2002-03-24",,,,"50","35"
"UPM00033342","NEMESHAEVO, UP","2002-03-25",,,"50","47","40"
"UPM00033342","NEMESHAEVO, UP","2002-03-26",,,"47","45","31"
"UPM00033342","NEMESHAEVO, UP","2002-03-27",,,"45","47","33"
"UPM00033342","NEMESHAEVO, UP","2002-03-28",,,"47","46","36"
"UPM00033342","NEMESHAEVO, UP","2002-03-29",,,"46","51","39"
"UPM00033342","NEMESHAEVO, UP","2002-03-30",,,"51",,"40"
"UPM00033342","NEMESHAEVO, UP","2002-03-31",,,,"58",
"UPM00033342","NEMESHAEVO, UP","2002-04-01",,,"58","67","39"
"UPM00033342","NEMESHAEVO, UP","2002-04-02",,,"67",,"38"
"UPM00033342","NEMESHAEVO, UP","2002-04-03",,,,"42",
"UPM00033342","NEMESHAEVO, UP","2002-04-04",,,"42","40","29"
"UPM00033342","NEMESHAEVO, UP","2002-04-05",,,"40","33","28"
"UPM00033342","NEMESHAEVO, UP","2002-04-06",,,,"42","29"
"UPM00033342","NEMESHAEVO, UP","2002-04-07",,,,,"32"
"UPM00033342","NEMESHAEVO, UP","2002-04-08",,,,"43",
"UPM00033342","NEMESHAEVO, UP","2002-04-09",,,,"33","37"
"UPM00033342","NEMESHAEVO, UP","2002-04-10",,,,"54","41"
"UPM00033342","NEMESHAEVO, UP","2002-04-11",,,"54","55","40"
"UPM00033342","NEMESHAEVO, UP","2002-04-12",,,"55","62","39"
"UPM00033342","NEMESHAEVO, UP","2002-04-13",,,"62",,"41"
"UPM00033342","NEMESHAEVO, UP","2002-04-15",,,,"67",
"UPM00033342","NEMESHAEVO, UP","2002-04-16",,,"67",,"53"
"UPM00033342","NEMESHAEVO, UP","2002-04-17",,,"66","61",
"UPM00033342","NEMESHAEVO, UP","2002-04-18",,,,"59","46"
"UPM00033342","NEMESHAEVO, UP","2002-04-19",,,"59","60","46"
"UPM00033342","NEMESHAEVO, UP","2002-04-20",,,"60","65","48"
"UPM00033342","NEMESHAEVO, UP","2002-04-21",,,,"67","50"
"UPM00033342","NEMESHAEVO, UP","2002-04-22",,,,"60","49"
"UPM00033342","NEMESHAEVO, UP","2002-04-23",,,"60","61","50"
"UPM00033342","NEMESHAEVO, UP","2002-04-24",,,"61","59",
"UPM00033342","NEMESHAEVO, UP","2002-04-25",,,,,"43"
"UPM00033342","NEMESHAEVO, UP","2002-04-26",,,,"66",
"UPM00033342","NEMESHAEVO, UP","2002-04-27",,,"66",,"45"
"UPM00033342","NEMESHAEVO, UP","2002-04-28",,,,"56",
"UPM00033342","NEMESHAEVO, UP","2002-04-29",,,,"62","38"
"UPM00033342","NEMESHAEVO, UP","2002-04-30",,,,,"51"
"UPM00033342","NEMESHAEVO, UP","2002-05-05",,,,"74",
"UPM00033342","NEMESHAEVO, UP","2002-05-06",,,,"70","49"
"UPM00033342","NEMESHAEVO, UP","2002-05-07",,,"70","70","54"
"UPM00033342","NEMESHAEVO, UP","2002-05-08",,,"70",,"56"
"UPM00033342","NEMESHAEVO, UP","2002-05-09",,,,"74",
"UPM00033342","NEMESHAEVO, UP","2002-05-10",,,"74",,"54"
"UPM00033342","NEMESHAEVO, UP","2002-05-11",,,,"72",
"UPM00033342","NEMESHAEVO, UP","2002-05-12",,,"72","70","54"
"UPM00033342","NEMESHAEVO, UP","2002-05-13",,,"70",,"52"
"UPM00033342","NEMESHAEVO, UP","2002-05-14",,,,"79",
"UPM00033342","NEMESHAEVO, UP","2002-05-15",,,,"79","61"
"UPM00033342","NEMESHAEVO, UP","2002-05-16",,,,"64","57"
"UPM00033342","NEMESHAEVO, UP","2002-05-17",,,,"74","53"
"UPM00033342","NEMESHAEVO, UP","2002-05-18",,,,"65","54"
"UPM00033342","NEMESHAEVO, UP","2002-05-19",,,"65","63","44"
"UPM00033342","NEMESHAEVO, UP","2002-05-20",,,"63","61","42"
"UPM00033342","NEMESHAEVO, UP","2002-05-21",,,"61","64","42"
"UPM00033342","NEMESHAEVO, UP","2002-05-22",,,"64","70","48"
"UPM00033342","NEMESHAEVO, UP","2002-05-23",,,"70","74","54"
"UPM00033342","NEMESHAEVO, UP","2002-05-24",,,"74","75","57"
"UPM00033342","NEMESHAEVO, UP","2002-05-25",,,,,"62"
"UPM00033342","NEMESHAEVO, UP","2002-05-26",,,,"76",
"UPM00033342","NEMESHAEVO, UP","2002-05-27",,,"76","81","60"
"UPM00033342","NEMESHAEVO, UP","2002-05-28",,,"81","79","59"
"UPM00033342","NEMESHAEVO, UP","2002-05-29",,,,"70","61"
"UPM00033342","NEMESHAEVO, UP","2002-05-30",,,,"64",
"UPM00033342","NEMESHAEVO, UP","2002-05-31",,,,,"54"
"UPM00033342","NEMESHAEVO, UP","2002-06-02",,,,"76",
"UPM00033342","NEMESHAEVO, UP","2002-06-03",,,,"69","59"
"UPM00033342","NEMESHAEVO, UP","2002-06-04",,,,"64","56"
"UPM00033342","NEMESHAEVO, UP","2002-06-05",,,,"65","58"
"UPM00033342","NEMESHAEVO, UP","2002-06-06",,,,"64","54"
"UPM00033342","NEMESHAEVO, UP","2002-06-07",,,"64",,"49"
"UPM00033342","NEMESHAEVO, UP","2002-06-09",,,,"60",
"UPM00033342","NEMESHAEVO, UP","2002-06-10",,,,"66","55"
"UPM00033342","NEMESHAEVO, UP","2002-06-11",,,"66","72","56"
"UPM00033342","NEMESHAEVO, UP","2002-06-12",,,"72",,"60"
"UPM00033342","NEMESHAEVO, UP","2002-06-13",,,"74","72",
"UPM00033342","NEMESHAEVO, UP","2002-06-14",,,"72","68","60"
"UPM00033342","NEMESHAEVO, UP","2002-06-15",,,"68","72",
"UPM00033342","NEMESHAEVO, UP","2002-06-16",,,"72","77","60"
"UPM00033342","NEMESHAEVO, UP","2002-06-17",,,,"72","57"
"UPM00033342","NEMESHAEVO, UP","2002-06-18",,,,,"56"
"UPM00033342","NEMESHAEVO, UP","2002-06-19",,,,"77",
"UPM00033342","NEMESHAEVO, UP","2002-06-20",,,"77","83","63"
"UPM00033342","NEMESHAEVO, UP","2002-06-21",,,"83","92","67"
"UPM00033342","NEMESHAEVO, UP","2002-06-22",,,"92",,"71"
"UPM00033342","NEMESHAEVO, UP","2002-06-25",,,,"72",
"UPM00033342","NEMESHAEVO, UP","2002-06-26",,,"72","74","58"
"UPM00033342","NEMESHAEVO, UP","2002-06-27",,,"74",,"58"
"UPM00033342","NEMESHAEVO, UP","2002-06-28",,,,"80",
"UPM00033342","NEMESHAEVO, UP","2002-06-29",,,"80",,"59"
"UPM00033342","NEMESHAEVO, UP","2002-07-01",,,,"75",
"UPM00033342","NEMESHAEVO, UP","2002-07-02",,,"75","80","62"
"UPM00033342","NEMESHAEVO, UP","2002-07-03",,,"80",,"63"
"UPM00033342","NEMESHAEVO, UP","2002-07-04",,,,"92",
"UPM00033342","NEMESHAEVO, UP","2002-07-05",,,"92",,"69"
"UPM00033342","NEMESHAEVO, UP","2002-07-09",,,,"86",
"UPM00033342","NEMESHAEVO, UP","2002-07-10",,,"86","72","72"
"UPM00033342","NEMESHAEVO, UP","2002-07-11",,,"72","86","71"
"UPM00033342","NEMESHAEVO, UP","2002-07-12",,,"86","85","71"
"UPM00033342","NEMESHAEVO, UP","2002-07-13",,,"85","88","70"
"UPM00033342","NEMESHAEVO, UP","2002-07-14",,,"88","75","71"
"UPM00033342","NEMESHAEVO, UP","2002-07-15",,,,"84","70"
"UPM00033342","NEMESHAEVO, UP","2002-07-16",,,,"86","69"
"UPM00033342","NEMESHAEVO, UP","2002-07-17",,,"86","89","72"
"UPM00033342","NEMESHAEVO, UP","2002-07-18",,,"89","87","71"
"UPM00033342","NEMESHAEVO, UP","2002-07-19",,,"87","89","67"
"UPM00033342","NEMESHAEVO, UP","2002-07-20",,,"89",,"68"
"UPM00033342","NEMESHAEVO, UP","2002-07-21",,,,"91",
